evaluation,label
质量不错，服务太度满意。,正面
都说暴风电视不错，特地用了一段时间才过来评价！电视的清晰度非常的高,正面
1:买的32寸的，999元。电视价格不贵。质量和发货速度一流。这是优点，属于的。2:安装费用，是小米的坑！买的朋友注意，自带的底座安装，自己最多3分钟能安装好，可是你让小米售后安装的话，最低70元！这是坑人的，切记！如果挂装，大概130！！！和其他品牌相比，电视不贵，但是利润在安装费用里了。在此提醒大家，希望大家不要被骗！,正面
正品就是好，一直都是用TCL，价格实惠功能全质量好,正面
1，4K电视，这个价格性价比太高了。 2，49寸放客厅就好大啊，看电影爽啊！ 3，操作不卡顿，不错 4，片源丰富，就电影区免费片源中都有太多太多好的豆瓣高分电影，这下看个够吧。 5，总之非常满意，性价比之王，诚心推荐！,正面
非常满意,正面
很好，物美价廉，小米的东西就是好！好评！！！,正面
物流很快，电视也很清晰，重量也不是很重，很适合挂在墙上。 晒单： 收起 向左转 向右转,正面
给老家的亲人购买的。 配送速度快，安装人员和快递员都很好。远方的亲人很高兴！,正面
画面清晰，电视整体大方好看，非常喜欢，电视功能齐全，视觉效果不错，色彩靓丽。自带的风行片源量非常大，都是非常喜欢看的电影及电视连续剧，不用机顶盒都可以随便看了，还省了机顶盒的钱。爸爸妈妈都很喜欢，连续剧可以随便看了。,正面
比预想中的好很多，以前就是暴风影音的用户，信赖这个牌子，所以才买，双十一买的，非常优惠，赶上了！良心评价，犹豫的亲，赶紧吧，价格不等人！,正面
不错，挺好的，真不错很喜欢,正面
特快送货，上午下单，下午到货。,正面
头天下单，第二天就送货到家了，我住在一个小县城，这个速度可以说非常快了。本来第二天就能接着安装了，可惜家里停电一天，推迟到第三天安装的，师傅服务很好，座装免费，也给调试好了。外观靓丽时尚，大屏看着就过瘾，电视后面为了线路整齐，还特意有一个挡板，人性化设计！现在电视连接着机顶盒，也连着wifi，电视本身提供了丰富资源，我得慢慢研究。以如此低廉的价格，能买到如此时尚、功能丰富的大屏电视，相当满意！,正面
价格合理，安装热心，十万分的好评,正面
这个屏幕十分的清新，外观十分的美，好好好好好，好的东西，说三遍。,正面
特意用了两天过来评价 首先价位不用我说 花不到4千块能买到这么大的电视 真的是很便宜 其次电视是朋友推荐过来买的 说是很好用 自己真实体验了两天 真的是很不错 总之是物美价廉 想要买的不要犹豫了 又省钱又好用,正面
给好评，物流快，安装师傅态度好，老爸非常开心！,正面
不错`价格便宜:目前来说质量可以,正面
画面清晰,正面
非常不错,正面
款式不错。图像清晰，价格便宜质量好，我满意！,正面
卖家发货速度很快，很快就到货了。包装好，价格也实惠，质量很好。,正面
双十一买的，因为库存问题今天才收到，好在也不着急用，电视不错，很薄够大，送来的时候箱子是打开的，送货师傅说在仓库是要验货的，怕碎屏，电视第一次开机比较慢，整体还可以,正面
送货及时，小米电视自己安装了底座，现在等说会送的三年会员码还没有收到，希望也能快点。,正面
给老爸老妈买的，安装方式为壁挂式，收看效果很好。,正面
送货速度非常快，非常满意一到货，我和老公一起挂到墙上了，电视的色彩与画面清晰度很满意。内容也比较丰富，电影电视剧有好多都是同步的，哈哈老公说你每天有看不完的电视了，总之这次购物很满意！,正面
京东送货就是快 头天买第二天就到 服务也很周到 重要的是比实体店便宜,正面
发货很快，质量也不错，值得购买！,正面
特价时买的。性价比不错。,正面
电视确实不错，配置没得说，3g内存标配，懂行的买乐视，小白买小米，就是这边框缝隙太大，金属框突出来了，已经联系了售后，不知道结果！,正面
真的很好～很不错～用的安心,正面
太赞了！盛传商城神速，服务好，我本有点怀疑，但是亲经历了，让我知道，真的就是这么好。第一天下单，第二天就告诉我能安装了，这速度，不能再好了，只是我房子没装修好，暂缓2天来安装。客服好讲，服务周到，电视大气，画质超好，比实体店的4k电视要好多了，风行牌子真是不错，给个大赞！安装人员也是非常敬业，非常的棒，一次很好的购物体验！还没装宽带，装好了再来续评！,正面
画质很好,正面
发货速度快，把奶奶接来了，闷得慌，我很着急啊，买了这台电视，很快就收到了！电视质量不错，每天从早上打开，到晚上睡觉，不卡顿，不死机，虽然暂时借的网，但依然很流畅。这个系统和界面都很简约，不花哨，奶奶学习两天，已可独自操作了。另外，宝宝才四个月大，不过一放起卡通片也是看得咿咿呀呀的，呵呵，我抽空看了两部电影，战狼，摔跤吧爸爸，效果不错。很满意，价格公道，质量可靠。,正面
给家里买的，很满意,正面
可以可以可以！,正面
好好好 送货员服务好 物流很快,正面
超级好,正面
画质清晰,正面
等了一个月中午收到电视，同样的片源清晰度不去32存电视，但改到1080后效果确实不错。,正面
外观漂亮，画面清晰，家人很喜欢,正面
性价比很高的一款电视，够大够清晰,正面
关注了很久了，双11购买的，使用了一个月才来评价，价格实惠，图像清晰，色彩鲜艳，电影资源新的挺多，支持国货，最超值的电视机了,正面
很满意，还没装呢，物流很快 晒单： 收起 向左转 向右转,正面
电视已经收到了 画质非常的清晰，超高清商家送了挂架高清线非常的不错 很实用，两年的质保，非常有保证，飞利浦大品牌值得信赖，服务好，送货上门，上门安装很贴心。好服务好产品，值得推荐！,正面
东西不错，实惠好用，好评。,正面
挺好的,正面
第二次买，送人的比4A好一点，旁边不会漏光,正面
非常好，非常喜欢，有没有会员，送我们一个,正面
给老家妈妈买的，听说不错！,正面
电视挺清楚的，体重很轻，放在卧室很搭配，双十一买的，划算。小米电视操作系统流畅，父母操作起来也轻轻松松。就是发货龟速！,正面
我买的价格应该是最划算的了，因为好远，后面又降了，但是都，补偿给我了，收到之后非常的大，也很好用，过年回去就可以看到了。,正面
货收到，物流还是很给力的，现在试用还可以，继续关注,正面
价格实惠，价格实惠，很好。,正面
很不错，画质很好，而且音质也不错，非常满意！ 晒单： 收起 向左转 向右转,正面
电视收到灰常激动，比商场便宜多了，双11机会果断入手。,正面
买这个是因为京东配送和价格便宜，在家里不是很常看电视，这次购买还是价格作主要参考因素,正面
不错不错，双十一太划算！,正面
非常不错的电视，还没,正面
39寸，对于小房子来说也还可以。安装+挂架80，安装师傅很好，上午送的电视，下午厂家就来安装了。,正面
电视不错，效果挺好的值得购买,正面
电视非常不错，画面清晰，曲面效果好，反应速度快，关键性价比还高，值得推荐。使用了一段时间后，发觉没什么问题，配了底座更加安全。质量过硬，非常满意,正面
电视不错，性价比高,正面
好快哦，第一天晚上下的单，第二天一大早就到了。还没装，装好了再来评价,正面
电视不错，性能很好，效果棒棒的,正面
包装很牢固，电视外观很漂亮，宽屏，色泽鲜明，可能是客厅距离小，近距观看屏幕上好像有一层白雾！,正面
电视不错，质量没得说，颜色正，赞,正面
还不错 挺清晰 送货也快 不过安装是收费的。我们家是挂墙上的 买了挂墙的架子，结果安装费还要了90。总的来说 不错 挺好的,正面
电视高大上，有海量游戏、电影，电视剧，综艺节目，运行速度超快，外观华丽，金色包边，操作简单明了，可以用手机操作，也可以播放手机视频。,正面
可以，产品用起来还不错，下次再来,正面
给家里老人买的，家里人都很喜欢，屏幕显示颜色也很好！希望能耐用吧！,正面
收到啦回来邻居售后安装滴效果很棒清晰度也很好送货也快神速啊,正面
网购我只选择，因为物流快，价格低，并且质量有保证，信赖！,正面
送货快，服务好，满意。,正面
物流一流！信赖京东！,正面
电视收到，送货快，安装快，服务很好!,正面
挺好的,正面
一直信赖京东！不管是商品！还是服务！还是物流！都很不错！,正面
给好评吧，电视就无线上不到网。。。要插线才能上,正面
电视机色彩鲜艳，物流特快，第二就到了。,正面
电视价格合理.质量和色彩值得推荐,正面
送货相当给力,正面
夏普一直相信的品牌，电视很不错，外观也美观，大小也很合适，很直接采购！,正面
现场效果很好,正面
双11，2549入手，两千多的电视做到这份上，真的蛮不错了啊。,正面
我感觉还不错。,正面
价格实惠，电视很好，快递服务周到。,正面
很好很好，很实惠,正面
昨天到货，我不在家，特意请表弟试了数字电视，又试了网络，他说反应挺快的，内容丰富，性价比高，双12入手，真的很实惠！ 希望快点放假，守着电视，把好剧连连看！,正面
电视还是挺清晰的，也挺薄，认为性价比非常不错的一款电视。现在小孩整天都在看动画片。就是还是希望不用金卡会员的电影能多点。,正面
家里老电视坏了，索性直接换了，风行(FunTV) N39S 这个感觉性价比挺高，上午下单下午就到了，安装好联网一切正常，用一段时间看看，影视资源很多，电影动画片电视剧更新挺快的，满意的一次购物。,正面
收到了挺不错的,正面
送货速度超快,正面
电视蛮好的！没想到很快就收到了!赞一个! 晒单： 收起 向左转 向右转,正面
先前618买的，一段时间使用后觉得很满意，性价比不错。做为贺礼再次购买送人。,正面
嗯，电视性能不错，非常大气。挺好的。,正面
双十一时买的，送货快，安装快，在双十一这样的时段能达到这样的速度真是不容易。,正面
挺好的，用着不错，全家人都觉得还行。,正面
买了一个39寸的，综合考虑了一下，这个型号最适合卧室使用，最好的是还送三年会员，可以免广告看三年视频，比其他厂家划算多了。今天刚拿到就自己装好开机开始看，清晰度不错，视频资源和内容也多，适合小朋友的界面最贴心了，爱看讲故事。用的是联通50M宽带，画面流畅不卡顿，颜色正！ 晒单： 收起 向左转 向右转 2017-12-28 20:58:03 追加： 型号是：风行(FunTV) N39S 39英寸（黑色）,正面
非常好，以为大了，看了一下还可以，看电影好,正面
第一次在京东买电器，服务比实体好太多，安装的师傅服务很好，全满分，下次再来,正面
挺好的,正面
还可以哦 便宜,正面
双十一买的，看了半个多月了才来评价，很不错，画质挺清晰的,正面
不错第二台了,正面
现在没有任何问题，都挺好的，性价比高！,正面
色彩鲜艳,正面
物流发货速度给力，连上门安装都给力，上午去电话 中午就来安装了 绝对好评,正面
好大好薄，第一次买这么贵的东西，物流快，快递小哥很负责，给我拆开，通电验货，小米品牌也很不错,正面
价格实惠，价格实惠，很好。,正面
不错，家人都很满意，好评,正面
目前来说挺满意的，还需要后续使用再汇报，就是风行热线壁挂安装太贵了，安装费加10元的垃圾挂架150元，大理石算特殊墙体加价100，换个网上二十多元好点的挂架，师傅报价要再加60元，最后一个小小的壁挂就花了300元，而且师傅就一个人，还是需要帮忙亲自挂。真是暴利。,正面
质量很好，送货很快。,正面
价格便宜，,正面
很不错的一款电视,正面
这个电视我看中的是视频内容丰富，性价比很高，而且还送三年会员，简直是太划算了，电视到家后就迫不及待的自己安装了，很简单哦！画面清晰度也是绝对的给力，而且没想到还有我妈最爱跳的糖豆广场舞，哈哈，风行果然没让我失望，最后想说的是买大家电真的真的很好，特别是售后！,正面
画面非常清晰，音质感也很好，外观看着挺大器的，总之收到宝贝很开心称得上是物美价廉,正面
物流超快的，开箱试过之后才签收，快递很负责任，棒棒的,正面
电视很不错，帮朋友代购的，我朋友非常满意，店家服务挺好，送货及时,正面
光线原因哈！电视可以cpu和gpu配置都很高，相信乐视！色彩很棒，反应很快，非常的流畅！！！,正面
很好，送货快服务好，一直信奈 晒单： 收起 向左转 向右转,正面
1212凌晨抢的，今天早上就到了，超级无敌快，一直都是用夏普，现在便宜了好多，太实惠了,正面
电视看起来很高档大气，不错,正面
挺大的，还不错，一般家庭够用了，遥控器还行，整体80分,正面
配送师傅服务很好。,正面
物流很给力，收到货后自己安装省回安装费。很好，下次也会再买。 晒单： 收起 向左转 向右转 2017-12-27 22:21:41 追加： 家电物流配送超给力，刚安装完试下机电视反应速度很给力，片源丰富，屏幕分辨率高清晰，声音不错很值得我们购买，我买的是49寸的机子大小刚好，价格也是超棒的性价比，我这次购机是最满意的一次，支持风行，祝风行电视越做越好。 收起 向左转 向右转,正面
可以，不错，一直都选的这个牌子,正面
电视机大气，效果不错用的好了以后再来评价,正面
二级能效 智慧省电 科技感机身 4K超高清WIFI智能液晶电视很好,正面
外观高大上，装在新家的，还没有网络，安装师傅用优盘试了效果，特别震撼，特别是音响效果，小米果然没有让我失望，比心。,正面
家人很满意，我也很满意，大品牌质量杠杠的！,正面
东西收到了，挺好的，安装小哥也很给力。不错,正面
电视自己开箱试了，双十一优惠买的很划算，就是安装我是县城，然后安装师傅是市级一家分店的，电话说我们超过30公里来安装是要加钱的，本来也没打算上墙就自己开了装了，不懂我们县也有苏宁却要分发给市里，除了这些整体都很满意，屏很完美,正面
送货快，服务好。下次还会选择京东购物,正面
49寸电视收到货了，京东送货速度很快，电视?画面很清晰，电视非常薄超窄边框，系统反应很快，就是家里网络不太好，，下次还要买个65寸的,正面
电视很好，值得信赖,正面
服务好，送货快，给服务点个赞。,正面
画质很清晰，挺实惠的~~,正面
双12买的，目前看着还不错，可惜现在乐视的资源很少了！总体满意。后面质量怎么样还要用用看，后面考虑买个延保好点。,正面
雙12下的單，今天上午就送到了。電視已安裝好，清晰度還不錯。長虹電視，值得信賴！,正面
32寸，稍微有点小，小米的资源非常多，不错,正面
物有所值,正面
分辨度很高达到4k，同时不需要机顶盒。电视机内自带机顶盒。价廉物美性价比很高，赞！,正面
影响颜色很棒,正面
预约师傅安装没来，自己装的，电视还不错,正面
送货快,正面
好而不贵，真的实惠，上午下单，下午送到，速度还真快。,正面
看上去还不错，先用几天在追评。,正面
宝贝送到了，物流很快，给力！,正面
不错，非常好，看着就觉得很棒，超级好,正面
画面很清晰，很大，败家老公用来玩游戏的,正面
应该说京东还是值得信赖的，电视跟心想象的效果差不多，送货也比较及时，特别要给安装师傅赞一个，一看就是老_司机_了，比较专业，同时还介绍产品的特色和平时在使用中注意需要的事项，完工后及时把包装箱和**清理好，很热情！给后面购买创维的朋友一个建议，安装服务一定要找京东平台预约！,正面
不错大小合适，系统流畅，外观简洁大方,正面
产品超给力，静待使用,正面
挺好的电视机，很满意！很好,正面
装上了，挺好的,正面
太好了,正面
风行电视很漂亮也很超值，这个价位还送会员买到就是赚到，物超所值！快来抢购啊，清晰度没问题大家不要质疑，正在用没发现问题，售后和客服加上买的不担心。妥妥用不怕用坏。会推荐别人来买的。我已经是风迷了。 晒单： 收起 向左转 向右转,正面
买回来就用了，挂在墙上的挺好的,正面
"送货速度快,挺好的,画面清晰,操作简单,内容丰富,播放速度也快,不会卡机!价格比较实惠,买得挺值的!",正面
电视不错哦，价格也非常便宜,正面
物流小哥的态度很好不过很不满意的是双11拍的，11月30号才发货，12月1号才收到，这种发货速度真的不敢恭维啊,正面
电视运行很流畅，现货不错,正面
电视机播放效果很好，很满意,正面
特地用了几天来评价的，电视实在太赞啦，本来看到处都是vip很麻烦，后来发现手机投屏太方便了，直接连上wifi就可以看了，我不会用语音控制，我都是总手机的，双十二1999就搞定了，还是50寸，真心赚到了,正面
就是有点不大清晰，挺大的，性价比挺高,正面
包装很好，物流速度好快，售后的服务态度也很好！,正面
三星电视没的说,正面
一分钱一分货，安装师傅很好,正面
电视很不错，挺好，质量也不错,正面
收到货了，好，挺清晰的，不错的一次购物。,正面
很好非常好,正面
看了两天，画质不错，感觉很好，还能看到很多的4K节目。,正面
在一次购买长虹，是对国产的信任，对京东的服务很满意,正面
购物上京东放心，送货快服务好,正面
特价购买，质量好，值的买！！！！！,正面
东西很好，送装到户，性价比非常高，品牌的东西质量就是好，服务态度也不错,正面
商品收到了，屏幕大超薄，家人都挺喜欢的,正面
宝贝不错，超过我的想象，物流给力，服务好热情。,正面
很不错，双十一购买，夏普始终性价比第一,正面
服务好，物流速度快，价格便宜,正面
收到了，非常满意，昨天看了，效果满意,正面
性价比最高，挺好用，值得购买，这是第二台了，很清楚很给力。,正面
用了一个多月才来评价，双十一活动的时候买的。电视很好！超薄！大小也正合适，再大一点家里就放不下了。不过没有用过会员卡，也没有看网络资源。谢谢！,正面
不错不错电视看的很好.不错电视看的很好呀.,正面
非常流畅，清晰度高，便宜！,正面
送货及时，送到后还细心帮我拆包装检查，问是否需要帮忙安装，Sony电视机的清晰度很棒,正面
大品牌 大屏幕 好的购物平台 放心！快递 安装都很给力 。家里装修 买新电视 家人们都很喜欢！还是一样 用了一段时间才来评价。京东五星好评,正面
产品质量很好,正面
机器刚买到家，装在客厅，清晰度不错，性价比还是很高的，支持国产！,正面
性价比比较高、看了几天了、没发现毛病、智能电视无广告,正面
反正不错，价格还便宜……,正面
性价比确实不错，而且送货速度很快，比在小米官网送货速度快多了,正面
还不错 满意 晒单： 收起 向左转 向右转,正面
物流很快，电视画面很清晰，长虹电视值得信赖，我家电视都是长虹的,正面
不得不给的发货速度点个赞，头天下单第二天就到了，送货小哥服务没得说———棒。货到了自己装上就试看了—下午，画质不错，有小试频看哈。其他还没试以后再来追评！,正面
名不虚传，效果可以，送货师傅的态度也不错，安装得正正的，漂亮,正面
虽然慢了点，但质量不错，爷爷很满意,正面
刚安装上，感觉很棒，质量还未试机，飞利浦大品牌应该能信赖，好评先!,正面
前年底2500买的1k普通液晶电视已经被家人惊呼便宜，这次1900买到49寸的4k智能液晶更是让老家亲戚大呼不可能，可惜这次是买给老人用，智能电视的广告和操作反而造成了使用障碍，希望系统可以更新个普通电视模式，方便年龄大的老人使用,正面
非常满意的一次购物。跟产品介绍的一样，功能强大，智能电视 ，画面清晰度很好，看着就是种享受。不多说了，看电视去。,正面
电视不错，清晰，大小刚合适，家人都很满意,正面
物流快，师傅安装快，信赖京东,正面
送货非常快，电视很清楚，老爷子很满意。安装师傅态度很好 晒单： 收起 向左转 向右转,正面
物流超快，今天下单，第二天就到了。安装师傅也很好加班来帮我安装，棒棒。电视机超划算，超值图像清。,正面
妈妈说还不错，挺好的。,正面
音响效果很好，画质清晰，很有档次感，价格不贵，真正的物美价廉！,正面
这货家人喜欢给赞赞赞,正面
非常快乐的一次购物，一直想找一个性价比高的4k电视。现在选住了风行的这款，首先画面真的没话说画面细腻清晰度高，声音效果也很棒，试了一下网络功能和里面的片子都是比较新的电影速度也不慢。宝宝很喜欢电视里的应用功能可以早教游戏会孩子教育很好。|送货速度没得说第二天就送到了。先用几天看看效果到时在上新图,正面
双十一下的单昨天才到货这也太给力了！终于等到你还好我没有放弃……师傅服务周到电视画质清晰各方面性能都很好，非常满意的一次购物小米电视新国货你值得信赖……给五星好评！,正面
清晰，非常不错,正面
撕膜的没有像别人说的会有胶粘在屏幕上。电视很清晰，当然要片源本身就清晰了。今晚就可以开心看英超了，嗨起来吧！,正面
电视清晰度很高，无框的看着上档次，高大上！安装师傅也很仔细！,正面
很好 画面清晰,正面
给老人买的，说是刚装上看了下挺好，不知道试用端时间会怎么样，期望用的住色彩好。,正面
此款电视质量很好，效果也很巴适，适合小户刑套房。价廉物美。,正面
收到了，看着还不错，没问题，挺清楚的，价格也很便宜,正面
非常好，值得购买哦……,正面
物流我很满意，质量没问题挺好的,正面
帮老人买的，创维老牌子值得信赖！,正面
好评，电视质量不错，京东服务也很好。,正面
很好双十一抢购的索尼大品牌应该是不错的选择,正面
京东，值得信赖的品牌！所有家电，家具都是京东购！家电到家了，还没有安装，好平台！值得信赖！,正面
服务很满意，商品也不错,正面
宝贝收到了，给家里老人买的，双11下的单昨天才收到20天有点慢，老人都说好呢，服务超满意直接送到乡村，不知道质量好不好了，待评价,正面
这款确实很划算，颜值也很高。屏幕比较柔和，看起来眼睛不会太累，清晰度也还可以，买给爸**新家，他们很满意 晒单： 收起 向左转 向右转 2017-12-22 13:02:03 追加： 电视摆在家里很大气有木有但是底座稍微有点不稳，家里有宝宝的建议装一个壁挂，这样比较安全。首次底座安装不收费，但装壁挂要加150，包括架子和安装费 收起 向左转 向右转,正面
虽然电视很小众，但质量真心不错，比小米电视A4好多了，虽然比不上客厅的索尼大法，但屏幕清晰，色彩艳丽，性价比非常好，关键以后还有升级的可能，十分满意。,正面
一直用小米 质量不错 信的过,正面
很清晰，也够大，电视很漂亮，很满意的一次网购，客服跟售后服务很周到,正面
快递速度真够快！！！昨天下午下单，不到半个小时就有客服联系确认收货地址，今天上午就到货了。这个必须点赞。今晚拆来装在客厅使用了一下，总体来说比较满意。无论是对电视的清晰度，还操作系统都比较满意，电影、连续剧、动画片都比较新而且片源也较多，全家都比较满意，希望质量没有问题，能用上十年八年的就完美了 晒单： 收起 向左转 向右转,正面
非常好,正面
单位购置，送货速度快，安装速度快，态度好。,正面
由于双11.所有发货速度比较慢，这点可以理解，但送货小哥的工作态度真的好一般，反而安装师傅的服务态度很好。值得一赞，机子整体做工严谨，装配质量很好，表面用料很足。总体来讲，作为国产机已经是一流水平。面板亮度合理，色彩柔和，也比较亮丽，精细度要看全高清电影或视频才能体验到它应有的性能！如果看体育运动就只能说合格了，毕竟一分钱一分货，但以这个价格能有如此性能和质量已经非常物有所值了。补充一下：如果该电视能有足够的耐用度，那就很不错，以上是我个人这两三天对机子的感受和意见，请看评论的别喷。,正面
电视不错，送货速度快，包装完好，自己安装调试的，很简单，开关机广告可以接受，唯一不好就是自带的软件不能看直播，给好评！,正面
物流快，东西没得说，就是安装有点坑，自备花架不给装，必须用索尼提供的，后来就自己装了哈,正面
炒鸡帅气的电视机，送货快，当天下午就到家，赞,正面
宝贝不错，服务也很好，家里面用的热水器，冰箱，洗衣机等都是海尔的,正面
不错！,正面
挺好的，暂时用着没问题,正面
很不错！,正面
性价比很高，还是对的起这个价格的。就是送货太慢了,正面
很喜欢的一款电视，画质清晰，音质优秀，胜价比跟同尺寸的绝对无敌。,正面
电视很不错,正面
再次买飞利浦电视，物美价廉,正面
前天下单，原本今天到，昨天晚上就收到了！京东就是飞一般的速度！打开包装电视很惊艳！三星屏，显示细腻！电视资源丰富！赞！安装师傅一个电话一个小时到！服务态度很好！真的物超所值！强烈推荐！,正面
物流送货很快，家里刚装修完，昨天安装师傅来给挂的电视，,正面
好，送货速度快，服务好。.3333333,正面
风行互联网电视收到已有一周，认真做出一下评价，京东配送效率奇高。农村网点全覆盖无死角，免费安装，免费调试。电视清晰自然，远超逾期，属于京东商城性价比最高的电视。操作简单，内容丰富多彩，老少皆宜的操作风格，风行值得拥有。下次要买就买风行的量子电视。介绍就是高大上。谁看谁知道。,正面
索尼电视机，效果不错，使用了几天，没见什么毛病、以后会继续支持索尼：,正面
还不错啊，够大个，送给刚搬新家的岳父大人的礼物，他很喜欢，画质不错，赞一个,正面
很满意的一次购物 不错,正面
大品牌就是好，腾讯视频看大片非常清晰！还支持第三方应用下载。买大家电还是上京东！！！,正面
很好！物流快服务好！,正面
电视挺好的，双十二活动买的价钱比较便宜，样式美观，全家都很喜欢！,正面
效果不错，支持国货，比我原来的夏普好,正面
电视怎么样还不知道。人在外地，感觉便宜是TCl产的，才买的，,正面
买给家里老人的，效果很好，服务也很好，乡下还送货上门。,正面
风行65寸和小米55寸放一起，大了好多，连接蓝牙音响，看电影舒服，特价抢购的，第三天就送到家了。,正面
"我是*购买的创维65H7，电视就是试了几个钟。本打算买65G8S的，最终还是选了这款！65h7，cpu是a73，内存ddr4，但是闪存可用只有*G。内存呢只有980M可用，电视机整体设计时尚，显示效果很惊艳，U盘上2K高清片源,清晰度算可以，色彩就是太鲜艳，看起来有点别扭，图片显示，也是4K高清图，色彩异常靓丽。手动升极了酷开6.07的系统，系统响应速度快。视觉无边框，无边界方显大视野；2GDDR4+8GFLASH，配置好电视才能运行快；电视外表整体做工还行，再有就是安装师傅态度好，晚上七点多来装，就是装上去后有一点点歪，买了安装师傅活动支架*元！自带的支架有点差！上面写的是32寸到55寸！京东购物可以，物流快！京东的价还可以，价格没买高，可以保价，另外有一点遗憾就是插连接线和U盘不方便啊，每次都得把电视移出来再插！电源线在右边，我插头在左边，线不够着，得另装插座！另外现在创维已经不支持U盘安装了，我装电视猫都不行了，自带应用市场，个人感觉有点少啊！早知道不升级系统就好了！",正面
双十一买的，安装师傅来装时说这电视机空全正品。目前为止没什么问题，清晰度也高的。大件电器都京东自营买的。,正面
4k清晰 接电脑很不错,正面
大电视，非常棒！比实体便宜。挂在新家很气派。客服热情，有问必答，是一次愉快的网购。会推荐给朋友。祝店家生意兴隆！,正面
不错～～～～,正面
刚收到货，看着很不错，用一段时间再来追评,正面
价格实惠,正面
性能不错，运作速度蛮快的,正面
不错，性价比高！图像很清晰，音质也可以！！！！,正面
物流快，价格低廉，适合老百姓，信赖，支持！,正面
画面色彩饱和度非常好，曲面电视的可视范围要比一般的平面电视更大，美感十足。整机的外观非常简洁大气。采用超窄微边框设计，搭配曲面屏在视觉上可以说令屏幕和边框无缝兼容，一眼看上去仿佛整个正面都是屏幕。电视的底座为三角金属镂空底座，初看感觉一般，甚至有点另类，但由于其高度相比其他底座要高出许多，搭配白色电视柜和背景墙显得越发简洁现代，299的额外价格虽然不便宜，但也算物有所值。总之，总价3600能拿下16g内存的55寸曲面屏，性价比非常出众。,正面
评论里有好多人有各种问题，买之前很担心，但是今天收到货都很完美，电视很大很漂亮，也很清晰，很流畅一点不卡，也可以安装第三方软件，总之这款电视值得购买，现在没有评论送会员了，所以不存强制评价了,正面
商品外观很漂亮，接口也很丰富。收到货后自己安装好座架试了一下，启动速度比较快，屏幕比较清晰，音质也比较好。少儿节目也比较丰富，连小孩子也很喜欢。总之对电视非常满意。更令人没想到的是，收到货后预约安装挂架，结果不到半小时，风行师傅就上门安装了，真是太神速了。本来以为小地方，没有风行售后，要好几天才能上门安装呢，真是太令人惊喜了 晒单： 收起 向左转 向右转,正面
很好用，物有所值。 晒单： 收起 向左转 向右转,正面
电视还是蛮好的，便宜的49 4k好用就好，据说要送的3年会员也蛮期待的 晒单： 收起 向左转 向右转 2017-12-21 21:15:54 追加： 送货速度很快，会提前预约，但改签好像只能修改日期。操作速度还是很快的，高清接口为hdmi2.0 不是简配的1.4，4k完美支持。 丈母娘家 找个电力猫支持iptv爽歪歪。 目前好像有广告，就等送的会员了。 收起 向左转 向右转,正面
小米电视很不错，看高清视频不卡，还能联网看，性价比高,正面
这个价位，能买这么大的电视，已经挺好的了！！！我们全家都挺满意的，就是不知道使用一段时间以后会怎么样！！！质量如何还得需要我们用时间来验证！！！如果有什么别的情况，我也会再和大家分享我的使用体验的！！！！ 晒单： 收起 向左转 向右转,正面
挺好的,正面
挺好的。,正面
不错，效果还挺好，用着再说，配送安装人员也不错,正面
该电视机海报宣传存在欺骗误导消费者行为，仅仅是一台机器而已，没有任何实际意义的应用，内置应用皆是通用应用，且不提供会员，都要付费的，产品音质一般，无3.5音频输出端子，提供的挂件结构不合理，驳接各种音视频线材很困难。 晒单： 收起 向左转 向右转,正面
挺好的，价格也挺实惠的哦！！！！！,正面
第一次买这么大的件，感觉挺好的，物流服务速度很快，发到县城用的是帮，按着也挺方便，没多一会儿就按上了。老爸老妈看着挺高兴的，就是放一会它就会卡了，死活不动了，一开始以为是网速慢，后来测了了一下，每秒7M，还是不播放，待会儿就好了，总体感觉用着挺好，再看看。,正面
第一次网上购买，外观很漂亮，质量也可以，连上无线视屏播放正常，速度快，缓冲迅速，画质很清晰，使用简单方便，界面更清爽，边下边看，高速流畅，无插件、不伤硬盘，从vcd到dvd，从网络电视到网络电影，清晰℃提高50%以上，大幅度提高启动速度。增加独立播放器模式，在登录时同样具备完整功能，并且不会影响点播的效果，以后怎样，过两年看吧，这次购买很划算，宝贝们赶紧下单吧,正面
电视机帮朋友买的，做工不错，希望质量可靠。,正面
电视非常好，色彩非常棒，清晰度很好，功能齐全，物美价廉，家人非常满意！,正面
给家里买的，挺不错的，爸妈很喜欢,正面
看上了 画面清晰 流畅 服务也很好 买了很久才申请的壁挂 服务好 很满意,正面
安装师傅给五星，服务态度超赞，还教怎么使用测试。65寸，放在大厅，大小正合适，画质还是很不错的。不得不说一句，索尼大法真的好。,正面
配送的很快，电视超薄，画质清晰，感觉很不错,正面
双十一买的，价格优惠！外观精致漂亮！ 晒单： 收起 向左转 向右转,正面
不错，质量保证，值得信赖！,正面
很不错，画面清晰。,正面
小米电视图像很清晰，功能很强大操作也很方便,正面
不错不错一直信赖京东物美价廉要多送点优惠劵就更好了,正面
第一次网上买这么贵的东西，各种焦虑纠结比较......谢谢客服的耐心解答，周五下单，周日就顺丰到家；谢谢安装师傅的专业，当天就过来安装调试电视，帮我打消疑虑，还帮我调试网络，真让人感觉温暖！电视质优价廉，商家服务周到，值得信赖，给一百个赞 晒单： 收起 向左转 向右转,正面
